filename,Acoustic_Evenness_Index__main_value,Bio_acoustic_Index__main_value,Normalized_Difference_Sound_Index__main_value,Spectral_Entropy__main_value,Temporal_Entropy__main_value
Arboretum_UGM_09_00.wav,0.21843259436788517,13.032312102357078,0.8080146293004151,0.8671404289228165,0.9443492640530158
